size,big
size,small
performance,drive
performance,performance 
performance,power 
performance,sound
performance,mpg
performance,speed 
design,sports
design,look 
design,old 
design,interior 
design,seat 
design,manual
design,color 
price,price
price,cost 
price,luxury 
price,money 
price,cheap 
price,value
duration,years
duration,miles 
duration,year
duration,old 
duration,warranty 
duration,mileage
duration,use
duration,mile
